Name,EF,year,field
SOCIOL CAS,0.001,2013,sociology
REV INT SOCIOL,0.001,2013,sociology
CHINESE SOC ANTHROP,0.001,2013,sociology
SOTSIOL ISSLED+,0.001,2013,sociology
POL SOCIOL REV,0.001,2013,sociology
CONVERGENCIA,0.001,2013,sociology
DRUS ISTRAZ,0.001,2013,sociology
EAST EUR COUNTRYSIDE,0.001,2013,sociology
TEMPO SOC,0.001,2013,sociology
AM SOCIOL REV,0.017,2014,sociology
ANNU REV SOCIOL,0.011,2014,sociology
AM J SOCIOL,0.012,2014,sociology
SOCIOL METHODOL,0.002,2014,sociology
SOCIOL METHOD RES,0.004,2014,sociology
GENDER SOC,0.005,2014,sociology
SOC PROBL,0.004,2014,sociology
POPUL DEV REV,0.006,2014,sociology
SOCIOL THEOR,0.002,2014,sociology
POLIT SOC,0.003,2014,sociology
SOCIOL EDUC,0.003,2014,sociology
SOC NETWORKS,0.005,2014,sociology
EUR SOCIOL REV,0.007,2014,sociology
J MARRIAGE FAM,0.01,2014,sociology
SOC FORCES,0.008,2014,sociology
ECON SOC,0.003,2014,sociology
GLOBAL NETW,0.003,2014,sociology
BRIT J SOCIOL,0.003,2014,sociology
LAW SOC REV,0.003,2014,sociology
MOBILIZATION,0.002,2014,sociology
SOC SCI RES,0.009,2014,sociology
RES SOC STRAT MOBIL,0.002,2014,sociology
SOCIOLOGY,0.005,2014,sociology
POETICS,0.002,2014,sociology
ANNU REV LAW SOC SCI,0.002,2014,sociology
SOCIOL QUART,0.002,2014,sociology
WORK OCCUPATION,0.001,2014,sociology
CITY COMMUNITY,0.001,2014,sociology
YOUTH SOC,0.002,2014,sociology
LANG SOC,0.001,2014,sociology
SOCIOL HEALTH ILL,0.005,2014,sociology
ACTA SOCIOL,0.001,2014,sociology
THEOR SOC,0.002,2014,sociology
DU BOIS REV,0.001,2014,sociology
ANN TOURISM RES,0.004,2014,sociology
ETHNIC RACIAL STUD,0.006,2014,sociology
RURAL SOCIOL,0.001,2014,sociology
MEN MASC,0.002,2014,sociology
MEDIA CULT SOC,0.003,2014,sociology
INT SOCIOL,0.002,2014,sociology
WORK EMPLOY SOC,0.003,2014,sociology
SOCIOL FORUM,0.002,2014,sociology
J SCI STUD RELIG,0.003,2014,sociology
SOCIOL PERSPECT,0.001,2014,sociology
HUM ECOL,0.003,2014,sociology
J CONTEMP ETHNOGR,0.001,2014,sociology
BODY SOC,0.001,2014,sociology
SOCIOL INQ,0.001,2014,sociology
SOCIOL RELIG,0.001,2014,sociology
EUR SOC,0.002,2014,sociology
SOC INDIC RES,0.009,2014,sociology
COMP STUD SOC HIST,0.002,2014,sociology
J SOCIOL,0.001,2014,sociology
CURR SOCIOL,0.002,2014,sociology
DISCOURSE SOC,0.002,2014,sociology
SOCIOL REV,0.003,2014,sociology
SOCIOL RURALIS,0.001,2014,sociology
CRIT SOCIOL,0.001,2014,sociology
SOC MENT HEALTH,0.001,2014,sociology
SOC NATUR RESOUR,0.004,2014,sociology
INT J INTERCULT REL,0.003,2014,sociology
CONTRIB INDIAN SOC,0.001,2014,sociology
RATION SOC,0.001,2014,sociology
HUM ECOL REV,0.001,2014,sociology
BRIT J SOCIOL EDUC,0.002,2014,sociology
J SPORT SOC ISSUES,0.001,2014,sociology
RACE CLASS,0.001,2014,sociology
SYMB INTERACT,0.001,2014,sociology
CONTEMP SOCIOL,0.001,2014,sociology
CORNELL HOSP Q,0.001,2014,sociology
LEISURE SCI,0.001,2014,sociology
CHINESE SOCIOL REV,0.001,2014,sociology
DEVIANT BEHAV,0.001,2014,sociology
J LAW SOC,0.001,2014,sociology
Z SOZIOL,0.001,2014,sociology
ARCH EUR SOCIOL,0.001,2014,sociology
HEALTH SOCIOL REV,0.001,2014,sociology
REV FR SOCIOL,0.001,2014,sociology
J LEISURE RES,0.001,2014,sociology
SOCIOL TRAV,0.001,2014,sociology
ARMED FORCES SOC,0.001,2014,sociology
HUM STUD,0.001,2014,sociology
SOCIOL RES ONLINE,0.001,2014,sociology
J HIST SOCIOL,0.001,2014,sociology
KOLNER Z SOZIOL SOZ,0.001,2014,sociology
SOCIOL SPECTRUM,0.001,2014,sociology
CAN REV SOCIOL,0.001,2014,sociology
FOOD CULT SOC,0.001,2014,sociology
SCAND J HOSP TOUR,0.001,2014,sociology
REV RELIG RES,0.001,2014,sociology
SOCIOLOGUS,0.001,2014,sociology
SOC COMPASS,0.001,2014,sociology
SOCIOL CAS,0.001,2014,sociology
J HIST SEXUALITY,0.001,2014,sociology
INNOVATION-ABINGDON,0.001,2014,sociology
AM J ECON SOCIOL,0.001,2014,sociology
SOCIETY,0.001,2014,sociology
SOZ WELT,0.001,2014,sociology
REV INT SOCIOL,0.001,2014,sociology
BERL J SOZIOL,0.001,2014,sociology
POL SOCIOL REV,0.001,2014,sociology
DEVIANCE SOC,0.001,2014,sociology
DRUS ISTRAZ,0.001,2014,sociology
SOCIOLOGIA-BRATISLAV,0.001,2014,sociology
TEMPO SOC,0.001,2014,sociology
CONVERGENCIA,0.001,2014,sociology
EAST EUR COUNTRYSIDE,0.001,2014,sociology
SOCIOL FORSKNIN,0.001,2014,sociology
SOTSIOL ISSLED+,0.001,2014,sociology
ANNU REV SOCIOL,0.011,2015,sociology
AM SOCIOL REV,0.014,2015,sociology
AM J SOCIOL,0.01,2015,sociology
SOCIOL METHODOL,0.002,2015,sociology
SOCIOL THEOR,0.003,2015,sociology
SOCIOL METHOD RES,0.004,2015,sociology
SOCIOL EDUC,0.003,2015,sociology
SOC NETWORKS,0.007,2015,sociology
GENDER SOC,0.004,2015,sociology
POLIT SOC,0.003,2015,sociology
J MARRIAGE FAM,0.01,2015,sociology
J CONSUM CULT,0.002,2015,sociology
POPUL DEV REV,0.004,2015,sociology
SOCIO-ECON REV,0.003,2015,sociology
SOC FORCES,0.007,2015,sociology
EUR SOCIOL REV,0.006,2015,sociology
SOC PROBL,0.003,2015,sociology
BRIT J SOCIOL,0.004,2015,sociology
SOCIOLOGY,0.006,2015,sociology
INT POLIT SOCIOL,0.002,2015,sociology
ECON SOC,0.002,2015,sociology
LAW SOC REV,0.003,2015,sociology
SOC SCI RES,0.009,2015,sociology
WORK OCCUPATION,0.001,2015,sociology
ANNU REV LAW SOC SCI,0.002,2015,sociology
GLOBAL NETW,0.002,2015,sociology
BODY SOC,0.002,2015,sociology
THEOR SOC,0.002,2015,sociology
SOCIOL QUART,0.002,2015,sociology
QUAL RES,0.003,2015,sociology
INFORM COMMUN SOC,0.005,2015,sociology
LANG SOC,0.002,2015,sociology
RURAL SOCIOL,0.002,2015,sociology
POETICS,0.002,2015,sociology
WORK EMPLOY SOC,0.003,2015,sociology
SOC MOVEMENT STUD,0.001,2015,sociology
SOCIOL HEALTH ILL,0.005,2015,sociology
MEN MASC,0.002,2015,sociology
QUAL SOCIOL,0.002,2015,sociology
RES SOC STRAT MOBIL,0.002,2015,sociology
SOC SCI QUART,0.005,2015,sociology
ANN TOURISM RES,0.005,2015,sociology
BIODEMOGR SOC BIOL,0.001,2015,sociology
J MATH SOCIOL,0.001,2015,sociology
COMP STUD SOC HIST,0.002,2015,sociology
SOC MENT HEALTH,0.001,2015,sociology
AGR HUM VALUES,0.002,2015,sociology
CURR SOCIOL,0.003,2015,sociology
CITY COMMUNITY,0.001,2015,sociology
SOCIOL REV,0.003,2015,sociology
DU BOIS REV,0.001,2015,sociology
DISCOURSE SOC,0.002,2015,sociology
INT SOCIOL,0.002,2015,sociology
J SOCIOL,0.001,2015,sociology
YOUTH SOC,0.002,2015,sociology
INT REV SOCIOL SPORT,0.002,2015,sociology
MEDIA CULT SOC,0.003,2015,sociology
J CONTEMP ETHNOGR,0.001,2015,sociology
SOCIOL FORUM,0.002,2015,sociology
J SCI STUD RELIG,0.002,2015,sociology
ETHNIC RACIAL STUD,0.006,2015,sociology
ACTA SOCIOL,0.001,2015,sociology
HUM ECOL,0.003,2015,sociology
BRIT J SOCIOL EDUC,0.002,2015,sociology
SOC JUSTICE RES,0.001,2015,sociology
J SPORT SOC ISSUES,0.001,2015,sociology
SOC INDIC RES,0.01,2015,sociology
CULT SOCIOL-LONDON,0.001,2015,sociology
SOCIOL RURALIS,0.001,2015,sociology
INT J COMP SOCIOL,0.001,2015,sociology
MOBILIZATION,0.001,2015,sociology
SOCIOL PERSPECT,0.001,2015,sociology
SOCIOL INQ,0.001,2015,sociology
CHINESE SOCIOL REV,0.001,2015,sociology
EUR J SOC THEORY,0.001,2015,sociology
SOC NATUR RESOUR,0.004,2015,sociology
SOCIOL SPORT J,0.001,2015,sociology
CRIT SOCIOL,0.001,2015,sociology
SOCIOL RELIG,0.001,2015,sociology
EUR SOC,0.001,2015,sociology
INT J INTERCULT REL,0.003,2015,sociology
NATIONS NATL,0.001,2015,sociology
ETHNOGRAPHY,0.001,2015,sociology
SEXUALITIES,0.002,2015,sociology
CORNELL HOSP Q,0.001,2015,sociology
CAN REV SOCIOL,0.001,2015,sociology
CONTEMP SOCIOL,0.001,2015,sociology
SYMB INTERACT,0.001,2015,sociology
YOUNG,0.001,2015,sociology
HEALTH SOCIOL REV,0.001,2015,sociology
DEVIANT BEHAV,0.001,2015,sociology
CRIME MEDIA CULT,0.001,2015,sociology
J LAW SOC,0.001,2015,sociology
RATION SOC,0.001,2015,sociology
SOCIOL RES ONLINE,0.002,2015,sociology
ARCH EUR SOCIOL,0.001,2015,sociology
ANTHROZOOS,0.001,2015,sociology
CONTRIB INDIAN SOC,0.001,2015,sociology
RACE CLASS,0.001,2015,sociology
LEISURE SCI,0.001,2015,sociology
ARMED FORCES SOC,0.001,2015,sociology
CAN J SOCIOL,0.001,2015,sociology
KOLNER Z SOZIOL SOZ,0.001,2015,sociology
HUM ECOL REV,0.001,2015,sociology
SOC ANIM,0.001,2015,sociology
J HIST SEXUALITY,0.001,2015,sociology
ECON SOC REV,0.001,2015,sociology
Z SOZIOL,0.001,2015,sociology
J LEISURE RES,0.001,2015,sociology
REV FR SOCIOL,0.001,2015,sociology
FOOD CULT SOC,0.001,2015,sociology
REV RELIG RES,0.001,2015,sociology
AM J ECON SOCIOL,0.001,2015,sociology
HUM STUD,0.001,2015,sociology
INNOVATION-ABINGDON,0.001,2015,sociology
SOCIOL SPECTRUM,0.001,2015,sociology
SCAND J HOSP TOUR,0.001,2015,sociology
SOZ WELT,0.001,2015,sociology
SOCIOL TRAV,0.001,2015,sociology
J HIST SOCIOL,0.001,2015,sociology
SOCIETY,0.001,2015,sociology
SOCIOL CAS,0.001,2015,sociology
SOC COMPASS,0.001,2015,sociology
REV ESP INVESTIG SOC,0.001,2015,sociology
BERL J SOZIOL,0.001,2015,sociology
REV INT SOCIOL,0.001,2015,sociology
STUD SYMB INTERACT,0.001,2015,sociology
SOCIOLOGUS,0.001,2015,sociology
TEACH SOCIOL,0.001,2015,sociology
REV CERCET INTERV SO,0.001,2015,sociology
SOCIOLOGIA-BRATISLAV,0.001,2015,sociology
DEVIANCE SOC,0.001,2015,sociology
TELOS-US,0.001,2015,sociology
POL SOCIOL REV,0.001,2015,sociology
EAST EUR COUNTRYSIDE,0.001,2015,sociology
DRUS ISTRAZ,0.001,2015,sociology
SOCIOL FORSKNIN,0.001,2015,sociology
TEMPO SOC,0.001,2015,sociology
CONVERGENCIA,0.001,2015,sociology
FILOS-SOCIOL,0.001,2015,sociology
SOTSIOL ISSLED+,0.001,2015,sociology
CURR PERSPECT SOC TH,0.001,2015,sociology
AM POLIT SCI REV,0.033,1997,political science
AM J POLIT SCI,0.016,1997,political science
BRIT J POLIT SCI,0.005,1997,political science
COMP POLIT STUD,0.004,1997,political science
J POLIT,0.009,1997,political science
POLIT SCI QUART,0.005,1997,political science
PUBLIC OPIN QUART,0.005,1997,political science
NEW LEFT REV,0.008,1997,political science
POLIT COMMUN,0.002,1997,political science
COMP POLIT,0.003,1997,political science
LEGIS STUD QUART,0.003,1997,political science
POLIT RES QUART,0.004,1997,political science
POLIT SOC,0.002,1997,political science
POLIT STUD-LONDON,0.004,1997,political science
POLIT PSYCHOL,0.003,1997,political science
POLIT GEOGR,0.003,1997,political science
PARTY POLIT,0.001,1997,political science
EUROPE-ASIA STUD,0.004,1997,political science
AM POLIT QUART,0.002,1997,political science
PUBLIC CHOICE,0.007,1997,political science
POLIT THEORY,0.002,1997,political science
EUR J POLIT RES,0.005,1997,political science
POLICY POLIT,0.002,1997,political science
ELECT STUD,0.002,1997,political science
J INTERAM STUD WORLD,0.001,1997,political science
SCOT J POLIT ECON,0.002,1997,political science
INT POLIT SCI REV,0.001,1997,political science
J THEOR POLIT,0.001,1997,political science
STUD COMP INT DEV,0.001,1997,political science
ANN AM ACAD POLIT SS,0.003,1997,political science
PARLIAMENT AFF,0.002,1997,political science
STUD AM POLIT DEV,0.001,1997,political science
SCAND POLIT STUD,0.001,1997,political science
CAN J POLIT SCI,0.001,1997,political science
POLICY STUD J,0.001,1997,political science
POLIT QUART,0.001,1997,political science
J DEV AREAS,0.001,1997,political science
POLIT VIERTELJAHR,0.001,1997,political science
J STRATEGIC STUD,0.001,1997,political science
E EUR POLIT SOC,0.001,1997,political science
NATION,0.006,1997,political science
HUM RIGHTS QUART,0.001,1997,political science
PUBLIUS J FEDERALISM,0.001,1997,political science
PS,0.002,1997,political science
POLITY,0.001,1997,political science
DISSENT,0.002,1997,political science
WOMEN POLIT,0.001,1997,political science
GOV OPPOS,0.001,1997,political science
COMMUNIS POST-COMMUN,0.001,1997,political science
LOCAL GOV STUD,0.001,1997,political science
AFR TODAY,0.001,1997,political science
COMMENTARY,0.002,1997,political science
CURR HIST,0.002,1997,political science
J POLIT MIL SOCIOL,0.001,1997,political science
NEW REPUBLIC,0.006,1997,political science
MON REV,0.001,1997,political science
J COMMONW COMP POLIT,0.001,1997,political science
LAT AM PERSPECT,0.001,1997,political science
AUST J POLIT SCI,0.001,1997,political science
CHINESE LAW GOV,0.001,1997,political science
ECON POLIT WEEKLY,0.006,1997,political science
AUST J POLIT HIST,0.001,1997,political science
AUSSEN POLIT,0.001,1997,political science
INT POLITIK,0.001,1997,political science
OSTEUROPA,0.001,1997,political science
POLIT SCI,0.001,1997,political science
ISSUES STUD,0.001,1997,political science
POLIT LIFE SCI,0.001,1997,political science
OSTERR Z POLIT,0.001,1997,political science
POLICY REV,0.001,1997,political science
RUSS POLIT LAW,0.001,1997,political science
INT POLIT-OSLO,0.001,1997,political science
POLIT EKON,0.001,1997,political science
AM POLIT SCI REV,0.036,1998,political science
J DEMOCR,0.009,1998,political science
AM J POLIT SCI,0.02,1998,political science
BRIT J POLIT SCI,0.008,1998,political science
COMP POLIT,0.005,1998,political science
J POLIT,0.011,1998,political science
COMP POLIT STUD,0.005,1998,political science
PUBLIC OPIN QUART,0.005,1998,political science
POLIT SOC,0.003,1998,political science
NEW LEFT REV,0.006,1998,political science
PARTY POLIT,0.002,1998,political science
EUR J POLIT RES,0.008,1998,political science
GOV OPPOS,0.003,1998,political science
AM POLIT QUART,0.003,1998,political science
ELECT STUD,0.004,1998,political science
POLIT COMMUN,0.001,1998,political science
POLIT GEOGR,0.003,1998,political science
PUBLIC CHOICE,0.008,1998,political science
EUROPE-ASIA STUD,0.004,1998,political science
LEGIS STUD QUART,0.002,1998,political science
J INTERAM STUD WORLD,0.001,1998,political science
J THEOR POLIT,0.002,1998,political science
STUD AM POLIT DEV,0.001,1998,political science
COMMUNIS POST-COMMUN,0.001,1998,political science
PARLIAMENT AFF,0.003,1998,political science
POLIT SCI QUART,0.002,1998,political science
POLIT PSYCHOL,0.002,1998,political science
POLIT THEORY,0.002,1998,political science
POLICY POLIT,0.001,1998,political science
J COMMONW COMP POLIT,0.001,1998,political science
INT POLIT SCI REV,0.001,1998,political science
SCOT J POLIT ECON,0.002,1998,political science
J POLIT MIL SOCIOL,0.001,1998,political science
ANN AM ACAD POLIT SS,0.004,1998,political science
STUD COMP INT DEV,0.001,1998,political science
MON REV,0.002,1998,political science
POLIT STUD-LONDON,0.002,1998,political science
HUM RIGHTS QUART,0.001,1998,political science
LAT AM PERSPECT,0.001,1998,political science
SCAND POLIT STUD,0.001,1998,political science
PUBLIUS J FEDERALISM,0.001,1998,political science
POLIT QUART,0.001,1998,political science
POLICY STUD J,0.001,1998,political science
NATION,0.006,1998,political science
WOMEN POLIT,0.001,1998,political science
AUST J POLIT SCI,0.001,1998,political science
CAN J POLIT SCI,0.001,1998,political science
PS,0.002,1998,political science
E EUR POLIT SOC,0.001,1998,political science
J DEV AREAS,0.001,1998,political science
LOCAL GOV STUD,0.001,1998,political science
CURR HIST,0.001,1998,political science
AFR TODAY,0.001,1998,political science
J STRATEGIC STUD,0.001,1998,political science
AUST J POLIT HIST,0.001,1998,political science
NEW REPUBLIC,0.005,1998,political science
INT POLITIK,0.001,1998,political science
DISSENT,0.001,1998,political science
POLIT VIERTELJAHR,0.001,1998,political science
POLIT SCI,0.001,1998,political science
POLIT LIFE SCI,0.001,1998,political science
COMMENTARY,0.001,1998,political science
AUSSEN POLIT,0.001,1998,political science
POLITY,0.001,1998,political science
POLICY REV,0.001,1998,political science
POLIT EKON,0.001,1998,political science
RUSS POLIT LAW,0.001,1998,political science
ECON POLIT WEEKLY,0.003,1998,political science
INT POLIT-OSLO,0.001,1998,political science
ISSUES STUD,0.001,1998,political science
OSTEUROPA,0.001,1998,political science
CHINESE LAW GOV,0.001,1998,political science
OSTERR Z POLIT,0.001,1998,political science
AM POLIT SCI REV,0.026,1999,political science
AM J POLIT SCI,0.02,1999,political science
POLIT BEHAV,0.002,1999,political science
J DEMOCR,0.008,1999,political science
REV INT POLIT ECON,0.002,1999,political science
COMP POLIT STUD,0.005,1999,political science
PUBLIC OPIN QUART,0.005,1999,political science
COMP POLIT,0.004,1999,political science
BRIT J POLIT SCI,0.005,1999,political science
J CONFLICT RESOLUT,0.006,1999,political science
NEW LEFT REV,0.008,1999,political science
J POLIT,0.008,1999,political science
POLIT THEORY,0.003,1999,political science
AM POLIT QUART,0.003,1999,political science
POLIT SOC,0.002,1999,political science
J THEOR POLIT,0.003,1999,political science
POLIT COMMUN,0.002,1999,political science
POLIT GEOGR,0.003,1999,political science
PARTY POLIT,0.002,1999,political science
ELECT STUD,0.003,1999,political science
EUR J POLIT RES,0.005,1999,political science
POLIT SCI QUART,0.002,1999,political science
LEGIS STUD QUART,0.002,1999,political science
INT POLIT SCI REV,0.001,1999,political science
AFR TODAY,0.001,1999,political science
E EUR POLIT SOC,0.001,1999,political science
POLIT STUD-LONDON,0.003,1999,political science
PUBLIC CHOICE,0.005,1999,political science
POLIT SCI,0.001,1999,political science
STUD COMP INT DEV,0.001,1999,political science
J INTERAM STUD WORLD,0.001,1999,political science
POLICY POLIT,0.001,1999,political science
HUM RIGHTS QUART,0.001,1999,political science
POLICY STUD J,0.002,1999,political science
CAN J POLIT SCI,0.001,1999,political science
POLIT PSYCHOL,0.001,1999,political science
J COMMONW COMP POLIT,0.001,1999,political science
SCOT J POLIT ECON,0.001,1999,political science
WOMEN POLIT,0.001,1999,political science
PS,0.002,1999,political science
EUROPE-ASIA STUD,0.002,1999,political science
CURR HIST,0.003,1999,political science
MON REV,0.002,1999,political science
LOCAL GOV STUD,0.001,1999,political science
AUST J POLIT SCI,0.001,1999,political science
ANN AM ACAD POLIT SS,0.003,1999,political science
POLIT QUART,0.001,1999,political science
GOV OPPOS,0.001,1999,political science
NATION,0.006,1999,political science
LAT AM PERSPECT,0.001,1999,political science
POLITY,0.001,1999,political science
PUBLIUS J FEDERALISM,0.001,1999,political science
SCAND POLIT STUD,0.001,1999,political science
STUD AM POLIT DEV,0.001,1999,political science
POLIT VIERTELJAHR,0.001,1999,political science
PARLIAMENT AFF,0.001,1999,political science
J DEV AREAS,0.001,1999,political science
COMMUNIS POST-COMMUN,0.001,1999,political science
POLICY REV,0.001,1999,political science
DISSENT,0.001,1999,political science
NEW REPUBLIC,0.004,1999,political science
ISSUES STUD,0.001,1999,political science
J POLIT MIL SOCIOL,0.001,1999,political science
POLIT LIFE SCI,0.001,1999,political science
COMMENTARY,0.001,1999,political science
CHINESE LAW GOV,0.001,1999,political science
J STRATEGIC STUD,0.001,1999,political science
COMMONW COMP POLIT,0.001,1999,political science
INT POLITIK,0.001,1999,political science
OSTERR Z POLIT,0.001,1999,political science
ECON POLIT WEEKLY,0.002,1999,political science
OSTEUROPA,0.001,1999,political science
AUST J POLIT HIST,0.001,1999,political science
RUSS POLIT LAW,0.001,1999,political science
INT POLIT-OSLO,0.001,1999,political science
POLIT EKON,0.001,1999,political science
AM POLIT SCI REV,0.028,2000,political science
AM J POLIT SCI,0.02,2000,political science
J CONFLICT RESOLUT,0.009,2000,political science
PUBLIC OPIN QUART,0.006,2000,political science
J DEMOCR,0.009,2000,political science
J POLIT,0.01,2000,political science
COMP POLIT,0.004,2000,political science
POLIT SOC,0.004,2000,political science
COMP POLIT STUD,0.005,2000,political science
REV INT POLIT ECON,0.003,2000,political science
J POLIT PHILOS,0.002,2000,political science
POLIT BEHAV,0.002,2000,political science
NEW LEFT REV,0.007,2000,political science
POLIT RES QUART,0.003,2000,political science
BRIT J POLIT SCI,0.004,2000,political science
PARTY POLIT,0.003,2000,political science
LEGIS STUD QUART,0.003,2000,political science
AM POLIT QUART,0.002,2000,political science
STUD COMP INT DEV,0.002,2000,political science
POLIT COMMUN,0.002,2000,political science
HARV INT J PRESS/POL,0.001,2000,political science
POLIT SCI QUART,0.002,2000,political science
EUR J POLIT RES,0.005,2000,political science
POLIT PSYCHOL,0.002,2000,political science
E EUR POLIT SOC,0.002,2000,political science
POLIT GEOGR,0.003,2000,political science
PUBLIC CHOICE,0.006,2000,political science
J STRATEGIC STUD,0.001,2000,political science
POLIT THEORY,0.002,2000,political science
AFR TODAY,0.001,2000,political science
POLICY POLIT,0.001,2000,political science
J THEOR POLIT,0.001,2000,political science
ELECT STUD,0.002,2000,political science
COMMUNIS POST-COMMUN,0.001,2000,political science
EUROPE-ASIA STUD,0.003,2000,political science
ANN AM ACAD POLIT SS,0.004,2000,political science
J COMMONW COMP POLIT,0.001,2000,political science
POLIT STUD-LONDON,0.002,2000,political science
J INTERAM STUD WORLD,0.001,2000,political science
LAT AM PERSPECT,0.001,2000,political science
SCOT J POLIT ECON,0.001,2000,political science
STUD AM POLIT DEV,0.001,2000,political science
HUM RIGHTS QUART,0.001,2000,political science
WOMEN POLIT,0.001,2000,political science
AUST J POLIT SCI,0.001,2000,political science
LOCAL GOV STUD,0.001,2000,political science
POLIT VIERTELJAHR,0.001,2000,political science
POLIT QUART,0.001,2000,political science
POLITY,0.001,2000,political science
INT POLIT SCI REV,0.001,2000,political science
GOV OPPOS,0.001,2000,political science
MON REV,0.001,2000,political science
SCAND POLIT STUD,0.001,2000,political science
CAN J POLIT SCI,0.001,2000,political science
PUBLIUS J FEDERALISM,0.001,2000,political science
POLICY REV,0.001,2000,political science
PARLIAMENT AFF,0.001,2000,political science
NATION,0.004,2000,political science
POLICY STUD J,0.001,2000,political science
CURR HIST,0.001,2000,political science
ISSUES STUD,0.001,2000,political science
PS,0.001,2000,political science
J POLIT MIL SOCIOL,0.001,2000,political science
NEW REPUBLIC,0.005,2000,political science
POLIT SCI,0.001,2000,political science
POLIT EKON,0.001,2000,political science
J DEV AREAS,0.001,2000,political science
DISSENT,0.001,2000,political science
